Title,Body,Image Hash,Gender,Age Min,Age Max,Clicks,Impressions
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:83a32dc15ebdb84c61c2328b558865b2,Men,29,31,0,3243
Poznaj ludzi w Poznaniu !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:6b36ad4cf683af9dd388bd67b31f30cc,Men,29,31,2,11815
Poznaj ludzi w Poznaniu !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:eacd0f1fc32e39e792f4f523f4888e34,Men,29,31,0,3125
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:6f75c3b93f13c42225954a820dcfe49d,Men,29,31,0,3108
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:56105dbc02aa3b2d418a8fcd834bc532,Men,29,31,0,3077
Poznaj ludzi w Poznaniu !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:83a32dc15ebdb84c61c2328b558865b2,Men,29,31,3,14679
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:9e2e8b1ab7de3f5aa3778a1110b0a700,Men,29,31,3,15687
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:6f4674dcfff6b02531bd008e595f2eb8,Men,29,31,67,225060
Poznaj ludzi w Poznaniu !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:6f75c3b93f13c42225954a820dcfe49d,Men,29,31,5,23144
Poznaj ludzi w Poznaniu !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:9e2e8b1ab7de3f5aa3778a1110b0a700,Men,29,31,2,11914
Poznaj ludzi w Poznaniu !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:6f4674dcfff6b02531bd008e595f2eb8,Men,29,31,0,3135
Poznaj ludzi w Poznaniu !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:56105dbc02aa3b2d418a8fcd834bc532,Men,29,31,0,3126
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:67c7450182c3ce5db986a4b6d3805c0e,Men,22,24,0,9417
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:eacd0f1fc32e39e792f4f523f4888e34,Men,22,24,4,38898
Poznaj ludzi w Poznaniu !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:67c7450182c3ce5db986a4b6d3805c0e,Men,22,24,7,42051
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:6b36ad4cf683af9dd388bd67b31f30cc,Men,22,24,7,43964
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:83a32dc15ebdb84c61c2328b558865b2,Men,22,24,10,65291
Poznaj ludzi w Poznaniu !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:eacd0f1fc32e39e792f4f523f4888e34,Men,22,24,10,57789
Poznaj ludzi w Poznaniu !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:6b36ad4cf683af9dd388bd67b31f30cc,Men,22,24,20,110948
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:6f75c3b93f13c42225954a820dcfe49d,Men,22,24,0,5867
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:6f4674dcfff6b02531bd008e595f2eb8,Men,22,24,44,234892
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:56105dbc02aa3b2d418a8fcd834bc532,Men,22,24,7,42564
Poznaj ludzi w Poznaniu !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:83a32dc15ebdb84c61c2328b558865b2,Men,22,24,3,22976
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:9e2e8b1ab7de3f5aa3778a1110b0a700,Men,22,24,20,113276
Poznaj ludzi w Poznaniu !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:9e2e8b1ab7de3f5aa3778a1110b0a700,Men,22,24,0,6063
Poznaj ludzi w Poznaniu !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:6f4674dcfff6b02531bd008e595f2eb8,Men,22,24,15,88398
Poznaj ludzi w Poznaniu !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:6f75c3b93f13c42225954a820dcfe49d,Men,22,24,0,9534
Poznaj ludzi w Poznaniu !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:56105dbc02aa3b2d418a8fcd834bc532,Men,22,24,1,11757
Poznaj ludzi w Poznaniu !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:67c7450182c3ce5db986a4b6d3805c0e,Men,25,28,13,63267
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:6b36ad4cf683af9dd388bd67b31f30cc,Men,25,28,2,14460
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:eacd0f1fc32e39e792f4f523f4888e34,Men,25,28,1,15651
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:67c7450182c3ce5db986a4b6d3805c0e,Men,25,28,2,13772
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:6f75c3b93f13c42225954a820dcfe49d,Men,25,28,5,26188
Poznaj ludzi w Poznaniu !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:eacd0f1fc32e39e792f4f523f4888e34,Men,25,28,51,219710
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:83a32dc15ebdb84c61c2328b558865b2,Men,25,28,2,13826
Poznaj ludzi w Poznaniu !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:6b36ad4cf683af9dd388bd67b31f30cc,Men,25,28,1,9658
Poznaj ludzi w Poznaniu !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:83a32dc15ebdb84c61c2328b558865b2,Men,25,28,1,9793
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:56105dbc02aa3b2d418a8fcd834bc532,Men,25,28,1,9768
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:9e2e8b1ab7de3f5aa3778a1110b0a700,Men,25,28,0,4622
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:6f4674dcfff6b02531bd008e595f2eb8,Men,25,28,0,4630
Poznaj ludzi w Poznaniu !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:6f4674dcfff6b02531bd008e595f2eb8,Men,25,28,186,815242
Poznaj ludzi w Poznaniu !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:9e2e8b1ab7de3f5aa3778a1110b0a700,Men,25,28,17,71444
Poznaj ludzi w Poznaniu !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:56105dbc02aa3b2d418a8fcd834bc532,Men,25,28,89,388459
Poznaj ludzi w Poznaniu !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:6f75c3b93f13c42225954a820dcfe49d,Men,25,28,22,100789
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:de36e80732d3e2190003bda99acb73f4,Women,29,31,4,17029
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:de36e80732d3e2190003bda99acb73f4,Women,29,31,1,6215
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:40b2e1869c404365471afdb2effedc12,Women,29,31,0,2397
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:8c33b139c3720a7045767311af33e705,Women,29,31,0,2378
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:6f75c3b93f13c42225954a820dcfe49d,Women,29,31,1,6169
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:8c33b139c3720a7045767311af33e705,Women,29,31,0,2375
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:40b2e1869c404365471afdb2effedc12,Women,29,31,24,102070
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:83a32dc15ebdb84c61c2328b558865b2,Women,29,31,0,2426
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:56105dbc02aa3b2d418a8fcd834bc532,Women,29,31,2,10058
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:6f4674dcfff6b02531bd008e595f2eb8,Women,29,31,0,2401
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:9e2e8b1ab7de3f5aa3778a1110b0a700,Women,29,31,4,22826
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:83a32dc15ebdb84c61c2328b558865b2,Women,29,31,0,2364
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:6f75c3b93f13c42225954a820dcfe49d,Women,29,31,4,17097
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:9e2e8b1ab7de3f5aa3778a1110b0a700,Women,29,31,20,75092
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:56105dbc02aa3b2d418a8fcd834bc532,Women,29,31,4,15261
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:6f4674dcfff6b02531bd008e595f2eb8,Women,29,31,818,1971519
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:de36e80732d3e2190003bda99acb73f4,Women,22,24,0,4414
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:40b2e1869c404365471afdb2effedc12,Women,22,24,0,4444
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:8c33b139c3720a7045767311af33e705,Women,22,24,0,15363
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:de36e80732d3e2190003bda99acb73f4,Women,22,24,0,4401
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:83a32dc15ebdb84c61c2328b558865b2,Women,22,24,3,20471
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:8c33b139c3720a7045767311af33e705,Women,22,24,95,512069
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:6f75c3b93f13c42225954a820dcfe49d,Women,22,24,0,4296
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:40b2e1869c404365471afdb2effedc12,Women,22,24,57,286918
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:83a32dc15ebdb84c61c2328b558865b2,Women,22,24,42,207441
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:56105dbc02aa3b2d418a8fcd834bc532,Women,22,24,0,4398
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:9e2e8b1ab7de3f5aa3778a1110b0a700,Women,22,24,5,30435
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:6f4674dcfff6b02531bd008e595f2eb8,Women,22,24,1,10294
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:de36e80732d3e2190003bda99acb73f4,Women,19,21,57,291524
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:8c33b139c3720a7045767311af33e705,Women,19,21,1,9105
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:de36e80732d3e2190003bda99acb73f4,Women,19,21,0,3198
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:40b2e1869c404365471afdb2effedc12,Women,19,21,2,19627
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:6f75c3b93f13c42225954a820dcfe49d,Women,22,24,0,4260
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:9e2e8b1ab7de3f5aa3778a1110b0a700,Women,22,24,7,39412
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:6f4674dcfff6b02531bd008e595f2eb8,Women,22,24,632,2791422
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:56105dbc02aa3b2d418a8fcd834bc532,Women,22,24,0,4272
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:6f75c3b93f13c42225954a820dcfe49d,Women,19,21,0,10419
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:40b2e1869c404365471afdb2effedc12,Women,19,21,0,6281
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:8c33b139c3720a7045767311af33e705,Women,19,21,1,10965
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:83a32dc15ebdb84c61c2328b558865b2,Women,19,21,0,3181
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:9e2e8b1ab7de3f5aa3778a1110b0a700,Women,19,21,1,14072
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:83a32dc15ebdb84c61c2328b558865b2,Women,19,21,60,300955
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:6f4674dcfff6b02531bd008e595f2eb8,Women,19,21,24,149690
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:56105dbc02aa3b2d418a8fcd834bc532,Women,19,21,0,6562
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:6f4674dcfff6b02531bd008e595f2eb8,Women,19,21,612,2803992
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:56105dbc02aa3b2d418a8fcd834bc532,Women,19,21,0,3100
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:6f75c3b93f13c42225954a820dcfe49d,Women,19,21,1,13997
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:9e2e8b1ab7de3f5aa3778a1110b0a700,Women,19,21,132,723593
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:8c33b139c3720a7045767311af33e705,Women,25,28,0,5233
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:40b2e1869c404365471afdb2effedc12,Women,25,28,94,510068
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:de36e80732d3e2190003bda99acb73f4,Women,25,28,174,870292
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:de36e80732d3e2190003bda99acb73f4,Women,25,28,46,244650
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:8c33b139c3720a7045767311af33e705,Women,25,28,1,11472
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:6f75c3b93f13c42225954a820dcfe49d,Women,25,28,1,11391
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:40b2e1869c404365471afdb2effedc12,Women,25,28,2,16856
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:83a32dc15ebdb84c61c2328b558865b2,Women,25,28,46,260625
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:56105dbc02aa3b2d418a8fcd834bc532,Women,25,28,0,5252
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:83a32dc15ebdb84c61c2328b558865b2,Women,25,28,1,11446
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:9e2e8b1ab7de3f5aa3778a1110b0a700,Women,25,28,0,5191
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:6f4674dcfff6b02531bd008e595f2eb8,Women,25,28,23,118972
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:9e2e8b1ab7de3f5aa3778a1110b0a700,Women,25,28,136,619363
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:6f75c3b93f13c42225954a820dcfe49d,Women,25,28,0,5222
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:6f4674dcfff6b02531bd008e595f2eb8,Women,25,28,0,5161
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:56105dbc02aa3b2d418a8fcd834bc532,Women,25,28,0,5184
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:67c7450182c3ce5db986a4b6d3805c0e,Men,19,21,128,714163
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:eacd0f1fc32e39e792f4f523f4888e34,Men,19,21,15,96161
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:6b36ad4cf683af9dd388bd67b31f30cc,Men,19,21,0,4753
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:67c7450182c3ce5db986a4b6d3805c0e,Men,19,21,55,281596
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:6f75c3b93f13c42225954a820dcfe49d,Men,19,21,21,142096
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:eacd0f1fc32e39e792f4f523f4888e34,Men,19,21,151,878131
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:6b36ad4cf683af9dd388bd67b31f30cc,Men,19,21,10,68980
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:83a32dc15ebdb84c61c2328b558865b2,Men,19,21,6,42324
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:6f4674dcfff6b02531bd008e595f2eb8,Men,19,21,191,1101599
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:83a32dc15ebdb84c61c2328b558865b2,Men,19,21,1,22231
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:9e2e8b1ab7de3f5aa3778a1110b0a700,Men,19,21,15,85401
Lubisz życie towarzyskie?,"Duego to nowe miejsce, gdzie spotkasz super znajomych i pogadasz o czym zechcesz, za FREE!",116698595132761:56105dbc02aa3b2d418a8fcd834bc532,Men,19,21,44,284785
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:6f75c3b93f13c42225954a820dcfe49d,Men,19,21,1,11349
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:9e2e8b1ab7de3f5aa3778a1110b0a700,Men,19,21,2,15435
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:6f4674dcfff6b02531bd008e595f2eb8,Men,19,21,4,21961
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:56105dbc02aa3b2d418a8fcd834bc532,Men,19,21,3,23733
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:40b2e1869c404365471afdb2effedc12,Women,32,34,1,6488
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:8c33b139c3720a7045767311af33e705,Women,32,34,0,1805
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:de36e80732d3e2190003bda99acb73f4,Women,32,34,1,5265
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:de36e80732d3e2190003bda99acb73f4,Women,32,34,0,1797
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:83a32dc15ebdb84c61c2328b558865b2,Women,32,34,1,5046
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:40b2e1869c404365471afdb2effedc12,Women,32,34,650,1624087
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:6f75c3b93f13c42225954a820dcfe49d,Women,32,34,8,26194
Poznaj ludzi na Śląsku !,Spotkaj nowe osoby w twojej okolicy już dziś. Zaznaj rozrywki na Duego za FREE !,116698595132761:8c33b139c3720a7045767311af33e705,Women,32,34,27,77038
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:9e2e8b1ab7de3f5aa3778a1110b0a700,Women,32,34,2,8169
Szukasz ciekawych osób ?,Nie zwlekaj. Dołącz do Duego już teraz i surfuj za FREE! Socializuj się i bądź na topie !,116698595132761:6f4674dcfff6b02531bd008e595f2eb8,Women,32,34,16,44141
